Temparature,Humidity,Soil Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28
